Company Name,Original_Number,URL,is_b2b,is_b2b_reason,serves_1000,serves_1000_reason,found_number,sales_pitch,description,matched_golden_partner,match_reasoning,Industry,Matched Partner Description,Avg Leads Per Day,Rank,B2B Indicator,Phone Outreach Suitability,Target Group Size Assessment,Products/Services Offered,USP/Key Selling Points,Customer Target Segments,Business Model,Company Size Inferred,Innovation Level Indicators,Website Clarity Notes,Original Row Number,ScrapeStatus
Inauen-Schätti AG,'+41 55 647 48 68,http://www.seilbahnen.ch,Yes,"The company develops and produces ""Sonderanlagen für herausfordernde Kundenansprüche"" (special systems for challenging customer requirements) and offers ""Ingenieur-Dienstleistungen"" (engineering services), indicating a B2B focus.",Yes,"The company operates in ""sieben Geschäftsbereichen"" (seven business areas) and provides services for ""Seilbahnen und Schrägaufzüge"" (cable cars and inclined elevators), suggesting a large-scale operation with the potential to serve many customers.",,,,,LLM Partner Matching Failed or No Match Found,Ropeway and Mechanical Engineering,,,,True,True,Appears Medium,Ropeways; Inclined elevators; Specialized systems; Stadium roof construction; Avalanche blasting systems,Tailored to challenging customer requirements; Safety; Efficiency; Technical innovation,,Engineering and Manufacturing,Unknown/Not Specified,The company emphasizes technical innovation in its engineering services.,"The business model is clear, but the target group is not explicitly stated.",152,Used_Fallback_Description
HEW AG Bauunternehmung,'+41 81 257 14 24,http://www.hew.ch,Yes,"The company specializes in 'Hochbau, Tiefbau und Strassenbau', indicating services for other businesses.",Yes,"The company is described as 'eine der führenden Bauunternehmungen im Kanton Graubünden' and has multiple locations ('STANDORTE Chur Davos Domat/Ems, Felsberg Klosters Scuol Zernez'), suggesting a large scale operation.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich KI-gestützter Softwarelösungen für Bauunternehmen, das ebenfalls Baustellenleiter und Mitarbeiter im Backoffice anspricht. Für dieses Unternehmen generieren wir täglich 6 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","HEW AG is a construction company based in Graubünden, Switzerland, specializing in civil engineering (Tiefbau), road construction (Strassenbau), and structural engineering (Hochbau). They offer services ranging from large construction projects to smaller renovations and repairs. The company provides consulting, planning, and execution services, positioning itself as a reliable, long-term partner. HEW AG employs around 200 people and trains young adults in various professions. They also offer a quick construction service (Schnellbauservice) for smaller road and civil engineering jobs. The company emphasizes its long history (86 years) and financial independence. Recent developments include a new leadership structure with the transfer of the majority of shares to members of the management team and the expansion of the board of directors. HEW AG also focuses on digital advancements, such as using a CAT compact track loader with a Trimble SPS 930 system for road construction. The company is involved in projects like the construction of a warehouse in Chur and road corrections in Safien. They also support art projects by displaying works of local artists on their construction sites.",reebuild,"Gemeinsame Branche: Bauindustrie; Ähnliche Produkte/Services: KI-gestützte Automatisierung und Digitalisierung von Prozessen im Baugewerbe; Zielgruppe: Bauunternehmen, insbesondere Baustellenleiter und Mitarbeiter im Backoffice",Construction,"Industry: AI-powered automation and digitization software for commercial processes in the construction industry.; Services/Products: AI-supported software solution for construction companies; Automated document processing (invoices, delivery notes, construction contracts are captured by AI, structured, and integrated into accounting programs); Real-time cost management (centralized financial transaction recording for transparent budgeting); Integration with existing accounting software and construction cost tracking systems.; Target Audience: Construction companies (specifically targeting site managers and back-office employees within these companies).; Business Model: SaaS (Software as a Service); Product-driven (offering a specialized software solution).; Company Size: …; Innovation Level: AI-supported automation; Digitization; AI-powered document processing; KI-unterstützte Lösung (AI-supported solution).",6.0,15,True,True,Appears Medium,Civil engineering (Tiefbau); Road construction (Strassenbau); Structural engineering (Hochbau); Consulting; Planning; Execution services; Quick construction service (Schnellbauservice),"Reliable, long-term partner; 86 years of experience; Financial independence; Digital advancements",,Service-oriented; Project-based construction,SME,"The company focuses on digital advancements, such as using a CAT compact track loader with a Trimble SPS 930 system for road construction.","The business model is clear, but the specific target customer segments are not explicitly stated in the summary.",153,Success
Evang. Landeskirche Thurgau,'+41 52 721 78 56,http://www.evang-tg.ch,Yes,"The text describes the 'Evangelische Landeskirche des Kantons Thurgau' working with 'Kirchgemeinden' (parishes) and 'Kommissionen' (commissions), indicating services provided to other organizations, thus B2B.",Yes,"The organization operates at the level of 'Kantons Thurgau' and interacts with multiple 'Kirchgemeinden', suggesting a scale that could potentially serve over 1000 customers (parishioners).",,,,,LLM Partner Matching Failed or No Match Found,Religious Organization,,,,,,Unknown,Pastoral care; Theological courses; Support for congregations,,,Religious organization providing services and governance.,Unknown/Not Specified,,"The summary clearly describes the organization's structure and services, but the target group is not explicitly stated.",154,Success
GWJ Architektur AG,'+41 31 340 82 22,http://www.gwj.ch,Yes,"The company provides architectural services, which are typically B2B. The text mentions projects like ""Spital LUKS Sursee"" and ""Verwaltungsgebäude an der Taubenstrasse 16"", indicating business clients.",Yes,"The company is involved in large-scale architectural projects such as hospitals (""Spital LUKS Sursee"") and large residential developments (""Wankdorffeldstrasse – Studienauftrag 1. Rang""), suggesting a capacity to serve a significant number of clients. The mention of multiple locations (Bern und Zürich) also implies a larger scale.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Construction Tech, das eine App für digitales Vermessen und Navigation im Tiefbau anbietet und sich an Bauunternehmen richtet. Für dieses Unternehmen generieren wir täglich 5 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","GWJ Architektur AG, with offices in Bern and Zürich, Switzerland, operates in the architecture and construction industry. Their services encompass architecture, urban planning, area development, construction management, realization, apprenticeship programs, and sustainable building practices. The firm works on a variety of projects, including residential buildings, commercial spaces, healthcare facilities (such as hospitals), and urban transformations. They emphasize sustainable practices, including renovation and adaptive reuse of existing structures, as demonstrated in projects like the Untermattweg 8 and Taubenhalde 16. GWJ also focuses on creating spaces that foster community and address social and environmental concerns, as seen in projects like the Huebergass in Bern, which received the UIA 2030 Award for affordable housing. The company actively participates in architectural competitions, achieving high rankings in the Competitionline Ranking for both architecture and urban planning. They also engage in knowledge sharing and collaboration, presenting their work at conferences and partnering with other firms. GWJ's projects often involve complex challenges, such as integrating new developments into existing urban contexts and promoting circular economy principles in construction. They aim to create attractive places that allow for future developments and use resources sustainably. The firm also values its employees, as evidenced by the promotion of Antonia Immenkamp to Associate Partner and the celebration of employee milestones.",SitePlan GmbH,Gemeinsame Branche: Bauwesen (Architektur und Bau vs. Tiefbau); Ähnliche Produkte/Services: Digitales Vermessen und Navigation auf Baustellen; Zielgruppensegmentüberschneidung: Bauunternehmen,Architecture and Construction,"Industry: Software for Civil Engineering / Construction Tech; Services/Products: An innovative app for digital surveying and navigation in civil engineering; Transforms digital construction plans into GPS-supported maps; GPS navigation in construction plans; Georeferenced photo documentation; Precise surveying with GNSS technology; Real-time collaboration.; Target Audience: Construction companies (specifically in civil engineering / underground construction).; Business Model: App-based software solution / Product-driven.; Company Size: Unknown/Not Specified; Innovation Level: Innovative app; Digital surveying and navigation solution; GPS-supported maps; GNSS technology; Real-time collaboration; Focus on digitalization and automation in civil engineering; ""Revolutionizes your way of working.""",5.0,11,True,True,Appears Medium,Architecture; Urban planning; Area development; Construction management; Realization; Apprenticeship programs; Sustainable building practices,Sustainable practices; Renovation and adaptive reuse; Creating spaces that foster community; Addressing social and environmental concerns,Residential buildings; Commercial spaces; Healthcare facilities; Urban transformations,Service-oriented; Project-based architecture and construction,SME,"Summary highlights sustainable building practices, renovation, adaptive reuse, and circular economy principles.",The business model and offerings are clearly articulated. Target audience is broad but includes specific building types.,155,Success
Hotel Sedartis,'+41 43 388 33 00,http://www.sedartis.ch,Yes,"The hotel offers ""Seminar-Packages"" and ""Tagungsräume"", indicating services for businesses.",Yes,"The hotel has ""Genügend Platz für bis zu 150 Personen – ob für anregende Seminare oder ausgelassene Feste."" and is a hotel, suggesting a capacity to serve a large number of customers over time. Also, they have a ""Partnerhotel Belvoir"".",,,,,LLM Partner Matching Failed or No Match Found,Hospitality,,,,,True,Appears Medium,Accommodation (40 rooms); Spaces for seminars and celebrations; Restaurant with lake views; Hotel bar; Pop-up rooftop summer lounge; Room booking; Table reservations; Seminar inquiries; Gift vouchers,"Located near Lake Zurich; Caters to business and leisure travelers; Culinary experiences; Accessible by train, ship, and car; Hospitality and carefree stay",Business travelers; Leisure travelers,"Hotel offering accommodation, event spaces, and dining experiences",SME,"Pop-up rooftop summer lounge, various events including jazz concerts and a weekly Tatar Friday",The business model and target audience are clearly communicated in the summary.,156,Success
Gebr. Kuoni Transport AG,'+41 81 286 30 00,http://www.kuoni-gr.ch,Unknown,The provided text is an error message and does not provide any information about the company's business model.,Unknown,The provided text is an error message and does not provide any information about the company's capacity.,,,,,Pre-qualification failed: Not_B2B,Manufacturing Sector (B2B),,,,,,,,,,,,,,157,Success
Rosconi Systems AG,'+41 71 310 10 96,http://www.rosconi-systems.ch,Yes,"The company offers products like ""Elementschiebewände"", ""Glasschiebewände"", and ""Vertikale Trennwandsysteme"", which are typically sold to businesses.",Yes,"The company has multiple locations (""Rosconi Systems AG"", ""Rosconi Systems SA"", ""Rosconi Systems AG"") and offers products that suggest a scalable operation.",,,,,LLM Partner Matching Failed or No Match Found,Space Management and Partitioning Solutions,,,,True,True,Appears Medium,"Element sliding walls (Variflex 100, Variflex Glas, Variflex Acoustic, Variflex EI 30); Glass sliding walls (Varitrans Straightline, fully automatic glass sliding walls RC 2); Vertical partition systems (Skyfold Classic, Skyfold Mirage, Skyfold Zenith); Dividing curtains for sports halls; Cloakroom and waste disposal solutions (wardrobes, benches, coat racks, waste and ashtray bins)","Team of specialists in sales, technology, project management, logistics, and customer service; Coverage of various regions in Switzerland; Emphasis on values and sustainability; BIM data for their products",,Sales and installation of space management and partitioning products,SME,Offers BIM data for their products,"The business model is relatively clear, but the target group is not explicitly stated.",158,Success
Stoosbahnen AG,'+41 41 811 13 44,http://www.stoos.ch,No,"The text describes a tourist destination and transportation to it, indicating services for individual consumers rather than businesses.",Yes,"The description of a mountain resort and a record-breaking funicular suggests a capacity to serve a large number of visitors, implying it serves over 1000 customers.",,,,,Pre-qualification failed: Not_B2B,Retail Technology / Hospitality Technology,,,,,,,,,,,,,,159,Used_Fallback_Description
SSA Architekten AG BSA SIA,'+41 61 686 93 00,http://www.ssa-architekten.ch,Yes,"The company is an architecture firm (SSA Architekten) working on projects like hotels, housing developments, and commercial buildings, indicating B2B services. Projects include 'Hotel Scaletta' and 'Wohngenossenschaft Siedlung Birs'.",Yes,"The company works on large-scale housing and hotel projects ('Wohnüberbauung Moosbühl', 'Hotel Scaletta'), suggesting the capacity to serve a large number of end-users, even if indirectly. The scale of architectural projects implies a large operational capacity.",,,,,LLM Partner Matching Failed or No Match Found,Architecture,,,,True,,Appears Medium,Residential developments; Renovations and conversions; Architectural design; Open house events participation,,,Service-oriented; Project-based architecture firm,SME,Summary mentions winning awards for their designs.,"The business model is clear, but the target group is not explicitly stated.",160,Success
Hotel Bella Tola & SPA,'+41 27 475 14 44,http://www.bellatola.ch,No,"The text describes a hotel and spa, offering services to individuals for 'séjours émotionnels' and 'bien-être'. This indicates a B2C business model.",No,"The text describes a specific hotel ('Le Bella Tola à St-Luc') and mentions 'chambres aménagées' and 'salons chaleureux', suggesting a limited capacity and a local focus, making it unlikely to serve 1000+ customers.",,,,,Pre-qualification failed: Not_B2B,Retail Technology / Hospitality Technology,,,,,,,,,,,,,,161,Used_Fallback_Description
Aandarta AG,'+41 43 205 13 13,http://www.aandarta.ch,Yes,"The company offers ""business solutions"" such as ""Beratung Projektmanagement Service Desk Weiterentwicklung Lösungen"" and lists ""Baugenossenschaften Immobilienanleger Immobilientreuhänder"" as clients, indicating a B2B focus.",Yes,"The company has multiple locations (""Standort Wallisellen"", ""Standort Ittigen"") and offers software solutions like ""AbaImmo Abacus ImmoApp DeepCloud"", suggesting a scalable business model and the potential to serve a large number of customers.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Software für Bauingenieurwesen, das sich auf digitale Vermessung und Navigation im Tiefbau spezialisiert hat und sich an Bauunternehmen richtet. Für dieses Unternehmen generieren wir täglich 5 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","Aandarta AG is a Swiss company offering a range of services and solutions, including consulting, project management, service desk support, and software development. They cater to various sectors, with a focus on construction cooperatives, real estate investors, and property trustees. Their solutions include AbaImmo, Abacus, ImmoApp, and DeepCloud. Aandarta AG operates from two locations in Switzerland: Wallisellen and Ittigen. They provide a customer area with tutorials, service packs, and technical information. They also offer a service desk with support via phone, web ticketing, and TeamViewer for remote access. The company emphasizes data protection and uses cookies on its website. Aandarta AG provides services related to AbaImmo, Abacus, ImmoApp and DeepCloud, targeting the real estate sector. The company has a team of specialists in project management, incident analysis, office administration, request fulfillment, development, and consulting. They also actively recruit new team members.",SitePlan GmbH,"Gemeinsame Zielgruppe: Baugenossenschaften, Immobilieninvestoren und Bauträger.; Ähnliche Produkte/Services: Softwarelösungen für das Bauwesen und die Immobilienverwaltung.; Fokus auf digitale Lösungen zur Effizienzsteigerung im Bauprozess.",Real Estate Software & Services,"Industry: Software for Civil Engineering / Construction Tech; Services/Products: An innovative app for digital surveying and navigation in civil engineering; Transforms digital construction plans into GPS-supported maps; GPS navigation in construction plans; Georeferenced photo documentation; Precise surveying with GNSS technology; Real-time collaboration.; Target Audience: Construction companies (specifically in civil engineering / underground construction).; Business Model: App-based software solution / Product-driven.; Company Size: Unknown/Not Specified; Innovation Level: Innovative app; Digital surveying and navigation solution; GPS-supported maps; GNSS technology; Real-time collaboration; Focus on digitalization and automation in civil engineering; ""Revolutionizes your way of working.""",5.0,11,True,True,Appears Medium,Consulting; Project Management; Service Desk Support; Software Development; AbaImmo; Abacus; ImmoApp; DeepCloud,,Construction Cooperatives; Real Estate Investors; Property Trustees,Service-oriented; Project-based consulting and software solutions,SME,,Business model and target audience are reasonably clear from the summary.,162,Success
Benz + Cie. AG,'+41 44 368 31 91,http://www.benz-cie.ch,Yes,"The text mentions 'Haustechnikbranche' (building technology sector) and services like heating, cooling, and sanitation, indicating B2B services.",Yes,"The company operates in the 'Haustechnikbranche' and offers services in heating, cooling, and sanitation, suggesting a capacity to serve a large number of customers, potentially including multiple buildings or facilities.",,,,,LLM Partner Matching Failed or No Match Found,Home Technology,,,,,True,Unknown,Heating; Cooling; Sanitation; Planning,Quality work; Emergency assistance outside office hours,,Service-oriented,Unknown/Not Specified,,"The business model is clear, but the target group is not explicitly stated.",163,Used_Fallback_Description
Schilliger Holz AG,'+41 41 854 08 00,http://www.schilliger.ch,Yes,"The company serves the ""Bau- und Verpackungsindustrie"" (construction and packaging industry) and exports to multiple regions, indicating a B2B focus.",Yes,"The company has multiple locations (""Sägewerken an den drei Standorten Haltikon, Perlen und Volgelsheim (F)"") and serves the construction and packaging industries in multiple countries, implying a large customer base and capacity.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Automatisierungstechnik, das ebenfalls die Holzindustrie und Bauindustrie anspricht. Für dieses Unternehmen generieren wir täglich 6 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","Schilliger Holz AG, established in 1861, is a company operating in the wood industry with multiple locations including sawmills, planing mills, wood gluing plants, and panel plants for solid and large format panels (GFP/CLT). They also have drying plants and a pressure impregnation plant, with plans for a fiberboard plant. Their product range includes solid wood, glued laminated timber, ceiling systems, large format glued laminated timber panels, CLT, fiber insulation boards (Lignatherm), planed goods, and sawn timber. They also offer by-products and further processing services. Schilliger Holz AG caters primarily to the construction and packaging industries in Switzerland, France, and Italy, but also exports to Europe, the Middle East, Asia, and North America through a sales office in Pakistan. The company emphasizes the use of Swiss wood and offers services such as engineering, software solutions, and transport logistics. They handle large quantities of roundwood and offer Grossformatplatten GFP (large format panels) and Leimholz (glued laminated timber) products. They also provide custom hobelware (planed goods).",project Service & Produktion GmbH,"Gemeinsame Zielgruppe: Holzindustrie und Bauindustrie.; Ähnliche Produkte/Services: Automatisierungstechnologie und Fördertechnik, die in der Holzverarbeitung eingesetzt werden können.; Überschneidung bei der Automatisierung von Produktionsprozessen.",Wood Industry,"Industry: Automation Technology; Packaging Technology; Warehouse Logistics; Services/Products: Packaging and palletizing machines (e.g., PROPAC packing robot, PROPAL palletizer); Conveyor technology (for pallets and piece goods); Labeling solutions (e.g., PROLABEL R150 label applicator); Cobots and mobile robots (collaborative robots, automated guided vehicles); Support services (inspections, maintenance, training, 24-hour service hotline).; Target Audience: Large enterprises; Food & Beverage industry (e.g., Coca-Cola, Nestlé); Pharmaceutical & Chemical industry (e.g., Bayer AG); Packaging & Logistics sector; Wood industry; Steel industry; Construction industry; Glass industry; Paper industry; Hygiene industry.; Business Model: Product-driven (sale of machinery and systems); Service-oriented (inspections, maintenance, training, support); Project-based (customized solutions).; Company Size: …; Innovation Level: Production automation; Robotics (Packroboter, Palettierer, Cobots, mobile robots/automated guided vehicles); Ecologically sustainable processes; Human-machine collaboration.",6.0,27,True,True,Appears Medium,Solid wood; Glued laminated timber; Ceiling systems; Large format glued laminated timber panels; CLT; Fiber insulation boards (Lignatherm); Planed goods; Sawn timber; Engineering; Software solutions; Transport logistics,Use of Swiss wood; Wide range of wood products; Engineering and software solutions; Transport logistics,Construction industry; Packaging industry,Manufacturing and distribution of wood products with related services,SME,Fiber insulation boards (Lignatherm),The business model and product range are clearly communicated. The target audience is also relatively clear.,164,Success
BPN Foundation,,http://www.bpn.ch,Yes,"The text states ""Die Stiftung BPN fördert Unternehmer:innen in Entwicklungs- und Schwellenländern."" and ""BPN unterstützt bestehende KMUs durch eine betriebswirtschaftliche Ausbildung , gezieltes Coaching sowie ein Unternehmer-Netzwerk."", indicating a focus on businesses.",Yes,"The text mentions supporting ""Kleinunternehmen"" in multiple countries (Georgien, Kirgistan, Mongolei, Nicaragua, Rwanda und Uganda), suggesting a capacity to serve a large number of customers. The phrase ""Unternehmenspatenschaften"" also implies multiple business relationships.",+41313052525,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Medien und Online-Marketing, das ebenfalls kleine und mittlere Unternehmen (KMU) anspricht. Für dieses Unternehmen generieren wir täglich 1 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","Stiftung BPN (Business Professionals Network) is a non-profit organization based in Switzerland that supports entrepreneurs in developing and emerging countries. Operating since 1999, BPN provides business management training, targeted coaching, and an entrepreneur network to existing small and medium-sized enterprises (SMEs). Their approach focuses on ""helping people to help themselves"" to create jobs and income for families, contributing to long-term poverty reduction. BPN is active in six countries: Georgia, Kyrgyzstan, Mongolia, Nicaragua, Rwanda, and Uganda. The organization is funded through donations and is ZEWO-certified. BPN offers various ways to support their mission, including corporate sponsorships (Unternehmenspatenschaften) which provide support for training, coaching, and network development for entrepreneurs, and general donations (Freie Spende) that contribute to coaching, training, and the entrepreneur network. They also have a Founders Circle for individuals who commit to supporting BPN long-term.",Schlütersche Verlagsgesellschaft mbH & Co. KG,"Gemeinsame Zielgruppe: Kleine und mittlere Unternehmen (KMU).; Schlütersche bietet Online-Marketing-Dienstleistungen für KMU an, was mit der Förderung von KMU durch das Zielunternehmen übereinstimmt.; Beide Organisationen sind im Bereich der Unternehmensentwicklung tätig, wenn auch auf unterschiedliche Weise (Training vs. Marketing).",Non-profit / SME Development,"Industry: Media (Publishing & Digital Marketing Services); Services/Products: Specialist media (over 30 trade journals, books, and online media in sectors like crafts, construction, industry, automotive & mobility, animal health, economy, and education); Online marketing services for SMEs (including website creation, SEO, SEA, social media marketing); Directory media (e.g., ""Gelbe Seiten"" [Yellow Pages], ""Das Telefonbuch"" [The Phone Book]).; Target Audience: Small and medium-sized enterprises (SMEs) in Germany.; Business Model: Diversified: publishing (print and digital media, books), service-oriented (marketing services), directory media.; Company Size: Large; Innovation Level: Evolved into a ""modern, multimedia media group""; Offers ""digital services""; Provides ""online marketing services"" including website creation, SEO, SEA, and social media marketing.",1.0,41,True,True,Appears Medium,Business management training; Targeted coaching; Entrepreneur network,Helping people to help themselves; Creating jobs and income for families; Contributing to long-term poverty reduction,Small and medium-sized enterprises (SMEs); Entrepreneurs in developing and emerging countries,Non-profit providing training and networking to SMEs,SME,,The business model and target audience are clearly articulated in the summary.,165,Success
Commune d'Yvonand,'+41 79 280 45 90,http://www.yvonand.ch,Yes,"The text mentions ""Annuaire des associations et sociétés locales"", indicating services are offered to local businesses and organizations.",Yes,"The text describes a municipality providing services to its inhabitants. With ""3523 Habitants à Yvonand"", it is implied that the municipality serves well over 1,000 customers (residents).",,,,,LLM Partner Matching Failed or No Match Found,Government and Public Administration,,,,,,Appears Large / >=500 potential,"Administrative services (residents' registration, naturalization); Political announcements (council meeting minutes, election notices); Public works (waste management, road closures); Social services (support for seniors and families); Local events (weekly market, summer activities); Job openings; Information on local associations, tourism, and sustainable development initiatives; Discounted day pass for public transportation",Central hub for residents to access information and services,Residents of Yvonand; Local associations; Tourists,Governmental services and information provider,Large Enterprise,Highlights sustainable development initiatives.,The summary clearly describes the municipality's role and the services it provides to its residents.,166,Success
denkstatt sàrl,'+41 61 337 84 06,http://www.denkstatt-sarl.ch,Yes,"The company works with ""Gemeinden und Eigentümerschaften"" (municipalities and owners) and other organizations, indicating B2B relationships.",Yes,"The company operates ""in der Schweiz und in Europa"" and works on ""grossmaßstäbliche Quartierentwicklungen"" (large-scale neighborhood developments), suggesting a capacity to serve a large number of customers.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Construction Tech, das eine App für digitales Vermessen und Navigation im Tiefbau anbietet und sich an Bauunternehmen richtet. Für dieses Unternehmen generieren wir täglich 5 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","Denkstatt is an interdisciplinary team focused on urban transformation and urban development assistance. They emphasize an expanded concept of inventory and sustainability, recognizing people, buildings, things, narratives, and infrastructure and financial structures as integral contexts for action. Denkstatt collaborates across disciplines to shape (relational-)spatial transformation processes, ranging from adaptive re-use transformations to large-scale neighborhood developments, open space strategies, urban climate adaptation, sustainable organizational models, participation processes, and communication concepts. Working in urban and rural contexts in Switzerland and Europe, Denkstatt collaborates with partners, civil society initiatives, municipalities, and owners on social, ecological, and economic sustainability issues. They advocate for a community-oriented and climate-just transformation of the construction and real estate industry. Their fields of activity include: NTA (Utilization Transformation + Area Development), DPB (Dialogue Processes + Participation Formats), SKF (Urban Climate + Open Space Development), UAO (Invisible Architectures + Organizational Development), UDS (Urban Design + Socio-Spatial Development Concepts), and DBU (Design Build + Urban Communication).",SitePlan GmbH,"Beide Unternehmen fokussieren sich auf Lösungen für urbane Räume und Infrastruktur.; SitePlan bietet Software für Bauingenieurwesen, was sich mit Denkstatts Fokus auf Gebietsentwicklung überschneidet.; Denkstatt arbeitet mit Kommunen zusammen, die auch eine Zielgruppe von SitePlan sein könnten.",Urban Development,"Industry: Software for Civil Engineering / Construction Tech; Services/Products: An innovative app for digital surveying and navigation in civil engineering; Transforms digital construction plans into GPS-supported maps; GPS navigation in construction plans; Georeferenced photo documentation; Precise surveying with GNSS technology; Real-time collaboration.; Target Audience: Construction companies (specifically in civil engineering / underground construction).; Business Model: App-based software solution / Product-driven.; Company Size: Unknown/Not Specified; Innovation Level: Innovative app; Digital surveying and navigation solution; GPS-supported maps; GNSS technology; Real-time collaboration; Focus on digitalization and automation in civil engineering; ""Revolutionizes your way of working.""",5.0,11,True,True,Appears Medium,NTA (Utilization Transformation + Area Development); DPB (Dialogue Processes + Participation Formats); SKF (Urban Climate + Open Space Development); UAO (Invisible Architectures + Organizational Development); UDS (Urban Design + Socio-Spatial Development Concepts); DBU (Design Build + Urban Communication),Interdisciplinary team; Focus on sustainability; Community-oriented approach,Partners; Civil society initiatives; Municipalities; Owners,Service-oriented; Project-based consulting,Unknown/Not Specified,"They emphasize an expanded concept of inventory and sustainability, recognizing people, buildings, things, narratives, and infrastructure and financial structures as integral contexts for action.","The business model is somewhat clear, focusing on urban transformation and sustainability. The target group is broad, including municipalities, owners, and civil society initiatives.",167,Success
Thomas Lüem Partner AG,'+41 44 744 94 94,http://www.tlp.ch,Yes,"The company provides engineering services for construction projects, including ""Elektro- und Gesamtplanung, Gebäudeautomation, Brandschutz, Technische Koordination"", indicating a B2B focus.",Yes,"The company has multiple locations (""Büro Zug"", ""Büro Luzern"", etc.) and mentions experience from ""über 2’000 erfolgreich realisierten Projekten"", suggesting a large capacity.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Software für Bauingenieurwesen, das eine innovative App für digitale Vermessung und Navigation auf Baustellen anbietet und sich an Bauunternehmen richtet. Für dieses Unternehmen generieren wir täglich 5 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","Thomas Lüem Partner AG (TLP) is an engineering firm based in Switzerland, specializing in technical building services. They offer a range of services including electrical engineering, overall planning, building automation, fire protection, technical coordination, photovoltaics, and electromobility solutions. TLP caters to construction projects of all sizes, providing expertise in system planning, quality assurance for fire protection, and integral testing. They also offer expert opinions, project management, and troubleshooting services. The firm emphasizes a holistic approach to building technology, focusing on delivering the best solutions through interdisciplinary collaboration and a commitment to quality. TLP highlights its experience from over 2,000 successfully completed projects and a team of around 60 employees. They have multiple office locations across Switzerland including Zug, Luzern, Aargau, Zürich, and Winterthur.",SitePlan GmbH,"Gemeinsame Zielgruppe: Bauunternehmen, insbesondere im Tiefbau und Ingenieurbau.; Ähnliche Produkte/Services: Technologien zur Digitalisierung und Automatisierung von Prozessen im Baugewerbe.; Fokus auf innovative Lösungen zur Effizienzsteigerung auf Baustellen.",Engineering,"Industry: Software for Civil Engineering / Construction Tech; Services/Products: An innovative app for digital surveying and navigation in civil engineering; Transforms digital construction plans into GPS-supported maps; GPS navigation in construction plans; Georeferenced photo documentation; Precise surveying with GNSS technology; Real-time collaboration.; Target Audience: Construction companies (specifically in civil engineering / underground construction).; Business Model: App-based software solution / Product-driven.; Company Size: Unknown/Not Specified; Innovation Level: Innovative app; Digital surveying and navigation solution; GPS-supported maps; GNSS technology; Real-time collaboration; Focus on digitalization and automation in civil engineering; ""Revolutionizes your way of working.""",5.0,11,True,True,Appears Medium,Electrical engineering; Overall planning; Building automation; Fire protection; Technical coordination; Photovoltaics; Electromobility solutions; Expert opinions; Project management; Troubleshooting services,"Holistic approach to building technology; Interdisciplinary collaboration; Commitment to quality; Experience from over 2,000 successfully completed projects",Construction projects of all sizes,Service-oriented; Project-based consulting,SME,Summary highlights expertise in photovoltaics and electromobility solutions.,The business model and offerings are clearly articulated. Target audience is broad (construction projects of all sizes).,168,Success
