Company Name,Original_Number,URL,is_b2b,is_b2b_reason,serves_1000,serves_1000_reason,found_number,sales_pitch,description,matched_golden_partner,match_reasoning,Industry,Matched Partner Description,Avg Leads Per Day,Rank,B2B Indicator,Phone Outreach Suitability,Target Group Size Assessment,Products/Services Offered,USP/Key Selling Points,Customer Target Segments,Business Model,Company Size Inferred,Innovation Level Indicators,Website Clarity Notes,Original Row Number,ScrapeStatus
VON POLL IMMOBILIEN,'+49 442 1500280,http://www.herz-immobilien.de,,,,,,,,,No text collected from website scraping and no fallback,Financial Services / Consulting,,,,,,,,,,,,,,12.0,PlaywrightError
Software Spandau,,http://www.software-spandau.de,Yes,"The text states: ""Beachten Sie bitte, dass sich unser Angebot ausschließlich an gewerbliche Nutzer richtet, ein Verkauf an Privatpersonen ist ausgeschlossen!""",Yes,"The company has an ""internationales Netzwerk"" and sells volume licenses, suggesting a large customer base and scalable operations.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich eSignatur-Software, das sich ebenfalls an KMUs richtet. Für dieses Unternehmen generieren wir täglich 8 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","Software.de, based in Berlin, specializes in the resale of used software licenses, primarily focusing on volume licenses. They cater exclusively to commercial users, not private individuals. The company offers a range of Microsoft products, including operating systems like Windows, Office suites, and server software such as Windows Server and SQL Server, as well as antivirus solutions. Software.de emphasizes cost savings of up to 70% compared to new software prices, while ensuring legal compliance and security in accordance with EU law regarding the resale of software licenses. They source licenses from insolvencies, system changes, and company mergers, leveraging an international network to provide a wide selection of available licenses. Their business model revolves around acquiring and reselling these used licenses at discounted rates. They offer telephone support and consultation to assist customers with their software needs. The company has been operating for over 20 years.",tegoly,"Gemeinsame Zielgruppe: KMUs (kleine und mittelständische Unternehmen).; Ähnliche Produkte/Services: Softwarelösungen für Unternehmen, insbesondere im Bereich der digitalen Prozesse.; Fokus auf Effizienzsteigerung und Digitalisierung von Geschäftsprozessen.",Software Resale,"Industry: Software (eSignature solutions); SaaS (Software-as-a-Service); Solutions for DATEV users (e.g., tax consultants, auditors).; Services/Products: tegolySIGN (an eSignature solution) with features including: DATEV integration (signing documents directly from DATEV or Teams across all three security levels); MultiSign (sending multiple documents for signature simultaneously); Signature folder (collecting documents to sign later collectively); Form filling (allowing clients to edit forms before signing); Templates (for frequently used documents); Custom CI (adapting signature processes to corporate design).; Target Audience: SMEs (Small and Medium-sized Enterprises); Companies using DATEV (e.g., tax consultants, auditors, law firms engaging in client communication).; Business Model: SaaS (Software-as-a-Service) for their eSignature solution; Offering simple and cost-effective digital solutions.; Company Size: Startup / Micro; Innovation Level: ""Innovative eSignature solution""; ""Digital solutions""; Focus on ""efficiency increase""; Eliminates media breaks (digitization); Modern security technology (ISO 27001, 256-bit encryption); Legally compliant signatures (eIDAS, GDPR).",8.0,12,True,True,Appears Medium,Used software licenses; Microsoft Windows; Microsoft Office; Windows Server; SQL Server; Antivirus solutions,Cost savings of up to 70%; Legal compliance and security; Wide selection of licenses,Commercial users,Acquiring and reselling used software licenses at discounted rates,SME,,The business model and target audience are clearly articulated in the summary.,13.0,Success
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
Studio JK,,http://www.studiojk.de,Yes,"Studio JK works on projects ranging ""from the cultural to the residential"", implying they work with organizations and businesses, not just individual consumers.",No,"The text describes a design studio focused on ""craftsmanship"" and ""bespoke solution[s]"", suggesting a limited capacity and personalized service rather than large-scale operations.",,,,,Pre-qualification failed: Capacity_Under_1000,Business Consulting / Management Consulting,,,,,,,,,,,,,,15.0,Success
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
Stadt Bad Wörishofen,,http://www.bad-woerishofen.info,Yes,"The text lists departments like 'Bauamt' (Building Department) and 'Ordnungsamt' (Public Order Office), indicating services provided to other businesses or government entities.",Yes,The presence of departments like 'Kur- und Tourismusbetrieb' (Spa and Tourism Operation) and 'Bauhof' (Construction Yard) suggests a scale of operations capable of serving a large number of customers.,,,,,LLM Partner Matching Failed or No Match Found,Government Administration,,,,,,Unknown,,,,,Unknown/Not Specified,,"The summary provides a list of departments, but the overall business model and target group are unclear.",17.0,Used_Fallback_Description
WBL - Wuppermann Bildungswerk Leverkusen,'+49 214 876100,http://www.wb-l.de,Yes,The text mentions 'Für Unternehmen' (For Companies) and describes the company as a 'starker Partner der regionalen Unternehmen' (strong partner of regional companies) offering vocational training and development.,Yes,"The company works with 'regionalen Unternehmen' (regional companies) and public institutions, suggesting a large scale of operations and the potential to serve over 1,000 customers. The mention of 'Ausbildung für Alle mit Allen' (Training for Everyone with Everyone) also implies a large scope.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich E-Learning für den Gesundheits- und Sozialbereich, das ebenfalls soziale Einrichtungen und Bildungsträger anspricht. Für dieses Unternehmen generieren wir täglich 8 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","Wuppermann Bildungswerk (WBL) is a German non-profit organization focused on providing vocational training, further education, and retraining in the fields of metal, electrical engineering, and commerce/administration. It aims to support individuals in finding their professional calling. WBL offers a range of services including vocational orientation, support during training, and preparation for final exams. They partner with regional companies and public institutions to offer tailored solutions for vocational education and training. WBL's services include training as industrial mechanics and machine and plant operators. They emphasize a supportive learning environment and practical skills development. The organization also provides social pedagogical support, coaching, and language courses combined with vocational orientation and training preparation. WBL aims to address the shortage of skilled workers in the region by providing needs-based qualification programs. They work with various stakeholders including the Bundesagentur für Arbeit and Jobcenter. WBL's mission is to offer vocational perspectives to young people and adults through target group-oriented professional qualification and to involve regional companies in securing skilled workers.",Relias Learning GmbH,Gemeinsame Ausrichtung auf digitale Bildungslösungen.; Ähnliche Zielgruppe: Soziale Einrichtungen und Bildungsträger.; Überschneidung im Bereich der Weiterbildung und Schulung von Fachkräften.,Vocational Training and Education,"Industry: E-Learning; Digital Education for Healthcare and Social Services; Services/Products: Digital learning platforms; Tailored e-learning solutions for hospitals, nursing homes, social institutions, and emergency services; Online courses with interactive modules and certificates; Legally compliant digital certifications and automatic documentation for mandatory training; Personnel development with individual learning plans and competency analyses.; Target Audience: Healthcare sector (hospitals, nursing homes, medical professionals, nurses); Social care sector (social institutions, social workers); Emergency services.; Business Model: Provider of digital learning platforms and e-learning solutions (likely SaaS or subscription-based).; Company Size: SME (General); Innovation Level: Focus on ""digital"" solutions (digital further education, digital learning platforms, digital certificates, automatic documentation); E-Learning; Interactive modules; Development of digital education solutions.",8.0,6,True,True,Appears Medium,Vocational training; Further education; Retraining; Vocational orientation; Support during training; Preparation for final exams; Social pedagogical support; Coaching; Language courses combined with vocational orientation and training preparation,Tailored solutions for vocational education and training; Supportive learning environment; Practical skills development; Needs-based qualification programs,Young people; Adults; Regional companies; Public institutions,Non-profit vocational training and education provider,SME,Focus on needs-based qualification programs.,The business model and target audience are clearly articulated in the summary.,18.0,Success
Weldotec GmbH,'+49 410 561270,http://www.weldotec.de,Yes,"The text mentions ""Produktionsfirmen innerhalb unserer Unternehmensgruppe entwickelt und unter ständiger Qualitätskontrolle produziert"" and ""Spezialist für technische Produkte für Industrie und Handwerk"", indicating a focus on serving businesses.",Yes,"The text states ""Die Weldotec GmbH ist ein Mitglied einer international tätigen Firmengruppe"", suggesting a large scale of operations and the capacity to serve many customers.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf digitale Transformation und Wartungslösungen für Industrieunternehmen mit komplexen technischen Anlagen spezialisiert hat. Für dieses Unternehmen generieren wir täglich 8 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","Weldotec GmbH is a German company specializing in technical products for industry and trade, particularly in the fields of welding, chemical, and process engineering. They are part of an international group of companies. Weldotec offers a range of products including chemical products, grinding products, and welding products, alongside related services. They emphasize high and consistent quality standards and aim to support customers in meeting new demands. The company provides on-site consultation and strives for high delivery readiness to support lean inventory management for their customers. They also develop and produce products according to customer requirements within their group's production facilities, ensuring continuous quality control. Weldotec highlights innovation and staying up-to-date as key aspects of their business.",RODIAS GmbH,"Gemeinsame Zielgruppe: Industrieunternehmen, die komplexe technische Anlagen warten und verwalten müssen.; Ähnliche Produkte/Services: Lösungen zur Optimierung von Wartungsprozessen und zur Verbesserung der Anlageneffizienz.; Beide Unternehmen bieten Dienstleistungen und Produkte für die digitale Transformation im Industriesektor an.",Industrial Supplies,"Industry: IT Consulting (specializing in digital transformation for industry, particularly maintenance and asset management); Services/Products: Customized IT solutions for maintenance, asset management, operation and dismantling of complex technical plants; Consulting services for maintenance; Free potential analysis; AI in maintenance; Predictive Maintenance; Augmented Reality for maintenance teams; Maintenance 4.0 solutions; Mobile apps for on-site maintenance; 360° Asset Lifecycle Management (consulting, implementation, service, support); Enterprise Asset Management (EAM) 4.0 solutions; Custom software development; Service & Support.; Target Audience: Industrial companies with complex technical plants requiring maintenance and asset management solutions.; Business Model: IT consulting; Project-based development of customized software solutions; Service and support (implementation, ongoing support).; Company Size: SME (General) / Medium; Innovation Level: Digital transformation; AI in maintenance; Predictive Maintenance; Augmented Reality; Maintenance 4.0; Analytics; Condition-Based Maintenance; Awarded as TOP 100 Innovator 2022.",8.0,19,True,True,Appears Medium,Chemical products; Grinding products; Welding products; On-site consultation; Product development and production,High and consistent quality standards; Support for lean inventory management; Custom product development,Industry; Trade,Product sales and service-oriented,SME,Highlights innovation and staying up-to-date as key aspects of their business.,The business model and target audience are reasonably clear from the summary.,19.0,Success
Spitex Regio Liestal,'+41 61 926 60 90,http://www.spitexrl.ch,Yes,"The company collaborates with hospitals, pharmacies, social services, and nursing homes, indicating B2B relationships. ""Wir arbeiten eng mit den zuweisenden Ärzten und Spitälern, Apotheken, Fachstellen, Sozialdiensten sowie Alters- und Pflegeheimen zusammen.""",No,"The company is a local non-profit organization providing home care, suggesting a limited service area and customer base. ""Die Spitex Regio Liestal ist gemeinnützige Nonprofit-Organisation, die im öffentlichen Auftrag die ambulante Hilfe und Pflege sicherstellt.""",,,,,Pre-qualification failed: Capacity_Under_1000,Healthcare Services,,,,,,,,,,,,,,20.0,Used_Fallback_Description
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
Zettl GmbH,,http://www.zettlgmbh.de,Yes,"The company provides ""Weich PVC Produkte für Lärm-, Staub-, Spritz-, Schall- und Temperaturschutz"" for ""Industrie / Gewerbe"", ""Agrar"", ""Schweißerschutz"", ""Pferdehaltung"", ""Kältebereich"", and ""Hygieneschutz"". This indicates a focus on business clients.",Yes,"The company has ""Eigene Produktion"" and offers products for various industries, including ""Industrie / Gewerbe"", ""Agrar"", and ""Kältebereich"", suggesting a scalable operation and the potential to serve a large number of customers.",+4999329595630,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Automatisierungstechnik, das ebenfalls Unternehmen im industriellen Sektor anspricht. Für dieses Unternehmen generieren wir täglich 6 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","Zettl GmbH specializes in manufacturing high-quality soft PVC products for noise, dust, splash, sound, and temperature protection. Their main product is strip curtains/lamella curtains available as kits and in rolls. They also offer solutions for welding and hygiene protection. The company caters to various sectors including industry, commerce, agriculture, welding protection, horse keeping, refrigeration, and hygiene. Applications include hall separation, machine enclosures, warehouses, animal shelters, welding workstations, stables, refrigerated vehicles, and areas requiring hygienic separation in gastronomy, hairdressing salons, and music schools. Zettl GmbH provides technical consultation, custom cuts, and special solutions, including CAD drawings for planning. They emphasize direct sales from the manufacturer, ensuring quality control and fast delivery. Their products are manufactured in Germany/EU using tested materials that are REACH compliant and phthalate-free. Zettl GmbH emphasizes quality made in Germany/EU.",project Service & Produktion GmbH,"Überschneidung im Bereich Industrie: Zettl GmbH beliefert Industrie, project Service & Produktion GmbH bietet Automatisierungslösungen für verschiedene Industriezweige.; Ähnliche Produkte/Services: Beide Unternehmen bieten Lösungen für Produktionsprozesse, wobei Zettl PVC-Produkte und project Service & Produktion GmbH Automatisierungstechnik anbietet.; Gemeinsame Zielgruppe: Beide Unternehmen richten sich an Unternehmen im industriellen Sektor.",Manufacturing of PVC Products,"Industry: Automation Technology; Packaging Technology; Warehouse Logistics; Services/Products: Packaging and palletizing machines (e.g., PROPAC packing robot, PROPAL palletizer); Conveyor technology (for pallets and piece goods); Labeling solutions (e.g., PROLABEL R150 label applicator); Cobots and mobile robots (collaborative robots, automated guided vehicles); Support services (inspections, maintenance, training, 24-hour service hotline).; Target Audience: Large enterprises; Food & Beverage industry (e.g., Coca-Cola, Nestlé); Pharmaceutical & Chemical industry (e.g., Bayer AG); Packaging & Logistics sector; Wood industry; Steel industry; Construction industry; Glass industry; Paper industry; Hygiene industry.; Business Model: Product-driven (sale of machinery and systems); Service-oriented (inspections, maintenance, training, support); Project-based (customized solutions).; Company Size: …; Innovation Level: Production automation; Robotics (Packroboter, Palettierer, Cobots, mobile robots/automated guided vehicles); Ecologically sustainable processes; Human-machine collaboration.",6.0,27,True,True,Appears Medium,Strip curtains/lamella curtains; Welding protection solutions; Hygiene protection solutions; Technical consultation; Custom cuts; CAD drawings for planning,High-quality soft PVC products; Direct sales from the manufacturer; Quality made in Germany/EU; REACH compliant and phthalate-free materials; Fast delivery,Industry; Commerce; Agriculture; Welding protection; Horse keeping; Refrigeration; Hygiene; Gastronomy; Hairdressing salons; Music schools,Direct manufacturer and supplier of PVC products with customization options,Unknown/Not Specified,Summary mentions CAD drawings for planning and special solutions.,The business model and products are clearly communicated. Target audience is broad but specified by industry and application.,23.0,Success
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
Stadtwerke Zeven GmbH,'+49 428 1757113,http://www.stadtwerke-zeven.de,Yes,"The company provides energy and related services to 'Gewerbekunden' (business customers), indicating a B2B component.",Yes,"As a 'Stadtwerke' (municipal utility), it provides services like electricity, gas, water, and heating to a town, implying a large customer base and infrastructure, suggesting it serves over 1000 customers. The text mentions 'Netzanschlüsse' (network connections) further supporting this.",,,,,LLM Partner Matching Failed or No Match Found,Utilities,,,,True,True,Appears Medium,Electricity; Natural gas; Heating; Water; Network connections; Home emergency call system; E-mobility charging stations and wall boxes,Various tariffs for electricity and natural gas; Services related to network connections; Support for e-mobility,Residential customers; Commercial customers; Builders; Electricity providers; E-mobility users; Event organizers,Utility company providing energy and related services,Unknown/Not Specified,The company is involved in promoting e-mobility by providing public charging stations and wall boxes.,"The business model is clear, but the target group size is not explicitly stated.",25.0,Success
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
WIDE Communication,'+49 89 95424014,http://www.wide-communication.com,Yes,The company provides social media and marketing services to other businesses. The text mentions 'Wir machen Menschen mit gezieltem Marketing & Social Media Content zu Fans deines Unternehmens - damit du dich ums Geschäft kümmern kannst.',Yes,"The company works with Adidas Runners Munich and DDX Conference which takes place in multiple cities, suggesting a capacity to serve a large number of customers. The text mentions 'Wir arbeiten branchenübergreifend, haben jedoch einen besonderen Fokus auf Unternehmen, die ihre Markenpräsenz im digitalen Raum stärken wollen.'",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Digitales Marketing, das ebenfalls Unternehmen anspricht und Dienstleistungen wie Webdesign und Suchmaschinenoptimierung anbietet. Für dieses Unternehmen generieren wir täglich 5 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","WIDE is a social media agency based in Munich, Germany, that focuses on helping businesses turn people into fans through targeted marketing and social media content. They aim to transform brands into statements by offering services such as branding, design, content creation, social media management, and photo & video production. WIDE works across various industries, helping companies strengthen their digital brand presence. They develop tailored corporate identities, including logos, color palettes, and style guides, and provide social media strategies that align with current trends and company values. Their services also include creating visual content like image films, product photography, and social media content. WIDE emphasizes a creative management approach to ensure a consistent and impactful visual presence for their clients. They offer both comprehensive packages and individual services, tailoring their solutions to meet specific project requirements.",PNP Media,"Gemeinsame Branche: Digitale Marketing Agentur.; Ähnliche Dienstleistungen: Webdesign, Social Media Management und Content Erstellung.; Gemeinsame Zielgruppe: Unternehmen.",Social Media Agency,"Industry: Digital Marketing Agency (Full-Service); Services/Products: Web Design & Development (creation of modern, user-friendly websites and online shops); Search Engine Optimization (SEO); Search Engine Advertising (SEA) & Google Ads; Performance Marketing (development of data-driven marketing strategies); Social Recruiting; Branding & Print Materials.; Target Audience: Businesses.; Business Model: Service-oriented (offers a broad palette of services).; Company Size: Startup / Small; Innovation Level: ""Innovative solutions""; ""Use of modern technologies and methods""; ""staying at the forefront of digital development.""",5.0,34,True,True,Appears Medium,Branding; Design; Content Creation; Social Media Management; Photo & Video Production,Turning people into fans through targeted marketing; Transforming brands into statements; Creative management approach,Businesses,Service-based agency,Unknown/Not Specified,,The business model and services are clearly communicated. The target group is mentioned as 'businesses'.,29.0,Success
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
Thai Cuisine,,http://www.thaicuisine-neu-isenburg.de,Yes,"STRATO is a domain provider, which is a B2B service.",Yes,"Domain providers typically serve a large number of customers, implying scalability.",,,,,LLM Partner Matching Failed or No Match Found,Web Hosting/Platform Services,,,,,,Unknown,,,,,Unknown/Not Specified,,"The summary provides very little information about the business model or target group, only that the website is down and powered by STRATO.",31.0,Success
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
Triple One,,http://www.triple-one-troisdorf.de,Yes,"The text mentions 'LIGABÜRO' and 'Pützliga', suggesting a league office and league, indicating services provided to organized groups or businesses rather than individual consumers.",Yes,"The mention of 'alle Spieler www.puetztickets.de' and a league structure implies a large number of participants, suggesting the capacity to serve over 1,000 customers.",,,,,LLM Partner Matching Failed or No Match Found,Dart League/Tournament,,,,,True,Appears Small,Dart league participation; Dart tournaments; PützTickets; Triple-One-Jackpot,,Dart players; Dart teams,League/Tournament organization,Unknown/Not Specified,,"The summary provides basic information about the league and registration, but the business model and target group are only implicitly clear.",34.0,Success
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
Wurstfabrik,,http://www.restexpert.com,,,,,,,,,No text collected from website scraping and no fallback,Unknown/Not Specified,,,,,,,,,,,,,,36.0,TimeoutError
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
Studio Estetico,,http://www.estetico.at,,,,,,,,,No text collected from website scraping and no fallback,Service-Oriented (General B2B),,,,,,,,,,,,,,39.0,DNSError
Teppich,,http://www.bodenbelag-koch.de,Unknown,The text does not provide enough information to determine if the company is B2B or B2C.,Unknown,The text does not provide enough information to determine the company's capacity.,,,,,Pre-qualification failed: Not_B2B,Unknown/Not Specified,,,,,,,,,,,,,,40.0,Used_Fallback_Description
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
SinnLeffers GmbH,,http://www.high-text.de,Yes,"The company specializes in brand communication and development for other companies, indicated by ""Markenkommunikation, Markenentwicklung, Namensfindung und und -recherche. Der Name, der Unternehmen namhaft macht.""",Unknown,The text does not provide any information about the company's scale or capacity.,,,,,LLM Partner Matching Failed or No Match Found,Brand Communication,,,,True,True,Appears Small,Brand communication; Brand development; Naming; Name research,Create names that make companies well-known,Companies,Service-based,Unknown/Not Specified,,"The business model is clear, but the target group size is not specified.",44.0,Used_Fallback_Description
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
Yogaschule,,http://www.yogaschule-winkler.de,,,,,,,,,No text collected from website scraping and no fallback,Digital Media / Creative Tech,,,,,,,,,,,,,,47.0,Success
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
