Company Name,Original_Number,URL,is_b2b,is_b2b_reason,serves_1000,serves_1000_reason,found_number,sales_pitch,description,matched_golden_partner,match_reasoning,Industry,Matched Partner Description,Avg Leads Per Day,Rank,B2B Indicator,Phone Outreach Suitability,Target Group Size Assessment,Products/Services Offered,USP/Key Selling Points,Customer Target Segments,Business Model,Company Size Inferred,Innovation Level Indicators,Website Clarity Notes,Original Row Number,ScrapeStatus
Adler Apotheke,'+49 2742 910572,http://www.adlerapotheke-wissen.de,No,"The text describes a local pharmacy offering services like ""Kostenfreie Blutdruckmessung"" and selling products directly to consumers, indicating a B2C business model.",No,"The text describes a local pharmacy with a ""small team"" and a physical location, suggesting a limited customer base and local operation. The reference to ""serving our community"" further reinforces this.",,,,,Pre-qualification failed: Not_B2B,Pharmaceutical Services / Consulting,,,,,,,,,,,,,,162,Success
AAF International (American Air Filter) Europe & Dinair,'+49 62 52699770,http://www.aafeurope.com,Yes,"The company provides air filtration solutions for various industries, including 'High Purity Production Areas' and 'Industrial Environments,' indicating a B2B focus.",Yes,"The company has multiple locations across Europe, the Americas, and Asia, Australia & Middle East, and serves industries like 'Airports, Malls, Schools, Museums, Hotels and Restaurants' suggesting a large-scale operation and the capacity to serve over 1000 customers.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Automatisierungstechnik, das ebenfalls die Lebensmittel- und Getränkeindustrie sowie die Pharma- und Chemieindustrie anspricht. Für dieses Unternehmen generieren wir täglich 6 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","AAF, also operating as Dinair, provides air filtration solutions and services. They focus on improving indoor air quality (IAQ) for various environments, including general building ventilation, high-purity production areas, and industrial environments. Their solutions cater to facility managers aiming for comfortable, healthy, and odor-free environments, as well as industries requiring high filtration performance to protect workers and products. AAF offers a range of products including general ventilation filters, EPA, HEPA & ULPA filters, high-temperature filters, gas-phase filters, and housings & equipment. Services include air filtration audits, predictive maintenance, corrosion control, and odor control. They also offer solutions for Original Equipment Manufacturers (OEM). The company emphasizes sustainability, aiming to minimize waste, reduce energy consumption, and utilize sustainable materials. AAF's mission is to utilize their core skill sets and products to aid in protecting the environment, thereby reducing overall risks and optimizing filter-related spending. They serve industries such as healthcare, food & beverage, pharmaceutical, biotechnology, animal farms, microelectronics, data centers, EV batteries, automotive, surface treatment, material processing, pulp & paper, and wastewater treatment. They provide solutions for commercial buildings, hotels & restaurants, schools and universities, shopping malls, museums & historic storage, and airports.",project Service & Produktion GmbH,"Gemeinsame Zielgruppe: Lebensmittel- und Getränkeindustrie, Pharma- und Chemieindustrie, Verpackungs- und Logistiksektor.; Ähnliche Produkte/Services: Automatisierungstechnologie, Verpackungstechnologie.; Überschneidende Marktsegmente: Bietet Lösungen für die Automatisierung von Prozessen, die die Luftqualität beeinflussen können.",Air Filtration Solutions,"Industry: Automation Technology; Packaging Technology; Warehouse Logistics; Services/Products: Packaging and palletizing machines (e.g., PROPAC packing robot, PROPAL palletizer); Conveyor technology (for pallets and piece goods); Labeling solutions (e.g., PROLABEL R150 label applicator); Cobots and mobile robots (collaborative robots, automated guided vehicles); Support services (inspections, maintenance, training, 24-hour service hotline).; Target Audience: Large enterprises; Food & Beverage industry (e.g., Coca-Cola, Nestlé); Pharmaceutical & Chemical industry (e.g., Bayer AG); Packaging & Logistics sector; Wood industry; Steel industry; Construction industry; Glass industry; Paper industry; Hygiene industry.; Business Model: Product-driven (sale of machinery and systems); Service-oriented (inspections, maintenance, training, support); Project-based (customized solutions).; Company Size: …; Innovation Level: Production automation; Robotics (Packroboter, Palettierer, Cobots, mobile robots/automated guided vehicles); Ecologically sustainable processes; Human-machine collaboration.",6.0,27,True,True,Appears Large / >=500 potential,"General ventilation filters; EPA, HEPA & ULPA filters; High-temperature filters; Gas-phase filters; Housings & equipment; Air filtration audits; Predictive maintenance; Corrosion control; Odor control",Improving indoor air quality; Solutions for various environments; Sustainability focus,Facility managers; Healthcare; Food & beverage; Pharmaceutical; Biotechnology; Animal farms; Microelectronics; Data centers; EV batteries; Automotive; Surface treatment; Material processing; Pulp & paper; Wastewater treatment; Commercial buildings; Hotels & restaurants; Schools and universities; Shopping malls; Museums & historic storage; Airports; Original Equipment Manufacturers (OEM),Solutions and services for air filtration,Unknown/Not Specified,,The business model and target audience are clearly articulated in the summary.,163,Success
Goatpath by SoftwareOne,,http://www.goatpath.com,Yes,"The text mentions 'organizations buy, sell and manage software, cloud and services' and 'business customers', indicating a B2B focus.",Yes,"SoftwareOne 'provides around 65,000 business customers' and has 'migrated over 10 million users to cloud solutions', clearly demonstrating the capacity to serve over 1,000 customers.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich eSignatur-Software, das sich an KMUs und DATEV-Nutzer richtet. Für dieses Unternehmen generieren wir täglich 8 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","Goatpath by SoftwareOne is a solution designed to change how organizations buy, sell, and manage software, cloud, and related services. It emphasizes customer-centricity and a willingness to challenge existing boundaries to deliver optimal products. Goatpath is part of SoftwareOne, a leading global provider of end-to-end software and cloud technology solutions. SoftwareOne has approximately 8,700 employees and provides sales and services in 90 countries, serving around 65,000 business customers with software and cloud solutions from over 7,500 publishers, and has migrated over 10 million users to cloud solutions. Goatpath aims to deliver next-generation technologies, platforms, and products quickly.",tegoly,Gemeinsame Ausrichtung auf Softwarelösungen und SaaS-Modelle.; Fokus auf KMUs als Zielgruppe.; Bereitstellung digitaler Lösungen zur Effizienzsteigerung.,Software and Cloud Solutions,"Industry: Software (eSignature solutions); SaaS (Software-as-a-Service); Solutions for DATEV users (e.g., tax consultants, auditors).; Services/Products: tegolySIGN (an eSignature solution) with features including: DATEV integration (signing documents directly from DATEV or Teams across all three security levels); MultiSign (sending multiple documents for signature simultaneously); Signature folder (collecting documents to sign later collectively); Form filling (allowing clients to edit forms before signing); Templates (for frequently used documents); Custom CI (adapting signature processes to corporate design).; Target Audience: SMEs (Small and Medium-sized Enterprises); Companies using DATEV (e.g., tax consultants, auditors, law firms engaging in client communication).; Business Model: SaaS (Software-as-a-Service) for their eSignature solution; Offering simple and cost-effective digital solutions.; Company Size: Startup / Micro; Innovation Level: ""Innovative eSignature solution""; ""Digital solutions""; Focus on ""efficiency increase""; Eliminates media breaks (digitization); Modern security technology (ISO 27001, 256-bit encryption); Legally compliant signatures (eIDAS, GDPR).",8.0,12,True,True,Appears Large / >=500 potential,Software solutions; Cloud solutions; Software license management; Cloud migration services,Customer-centric approach; End-to-end software and cloud solutions; Global reach,Businesses,Software and cloud solution provider,Large Enterprise,"Goatpath aims to deliver next-generation technologies, platforms, and products quickly.","The summary clearly indicates the company's focus on software and cloud solutions for businesses, but specific target segments beyond 'businesses' are not detailed.",164,Used_Fallback_Description
Andermatt Group AG,,http://www.andermatt.com,Yes,"The company specializes in ""biological crop production, home and garden and bee health"" and has ""distributors"", indicating B2B relationships.",Yes,"The company is a ""global group of companies"" with an ""extensive international network"" and supports ""growers in over 60 countries"", suggesting a large customer base.",+41625524000,,,,LLM Partner Matching Failed or No Match Found,Biological Crop Production,,,,True,True,Appears Large / >=500 potential,Bioinsecticides; Bionematicides; Biofungicides; Biostimulants; Biological pest control products; Monitoring and trapping solutions; Macrobial solutions,Effective biological alternatives to chemical pesticides; Comprehensive range of biological solutions; Strategic integration into Integrated Pest Management (IPM) programs; Localized and global expertise,Organic and conventional growers; Home gardeners; Bee keepers,Development and delivery of biological and natural solutions,SME,Summary mentions pioneering the first registered biological granulovirus product and aiming to replace chemical pesticides with effective biological alternatives.,The business model and target audience are clearly articulated in the summary.,165,Success
"Swisspacer, Saint-Gobain",'+41 71 686 92 70,http://www.swisspacer.com,Yes,"The product is ""warm edge spacer bars"" for ""energy saving windows"", indicating sales to window manufacturers or construction companies, which are businesses.",Yes,"The product is used in ""energy efficient sealed unit[s]"" for windows, suggesting a manufacturing scale that would likely serve over 1000 customers. The phrase ""most sustainable warm edge on the market"" implies a large operation.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Holzgroßhandel und Baumaterialien, das ebenfalls B2B-Kunden aus Handwerk und Industrie anspricht. Für dieses Unternehmen generieren wir täglich 10 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","Swisspacer specializes in warm edge spacer bars for energy-saving windows. Their spacer bars insulate the edges of sealed units, maintaining the gap between glass panes to reduce heat loss. They offer a sustainable warm edge solution for windows.",Carl Götz GmbH,"Gemeinsame Branche: Beide Unternehmen sind im Bereich der Herstellung/des Vertriebs von Produkten für das Bauwesen tätig.; SWISSPACER stellt Komponenten für Fenster her, während Carl Götz GmbH Produkte für den Bau mit Holz anbietet.; Zielgruppe: B2B-Kunden aus Handwerk und Industrie.",Window Manufacturing,"Industry: Wood Wholesale; Building Materials; Services/Products: Products for building and living with wood, including: Panels; Timber construction; Sawn timber and scantlings; Flooring, wall and ceiling; Doors; Terrace and garden; Accessories.; Target Audience: B2B customers from: Trade (retail/wholesale); Industry; Crafts (e.g., carpenters, joiners).; Business Model: Wholesale; Product-driven.; Company Size: Medium; Innovation Level: Not found. (The text emphasizes tradition, product range, and social responsibility rather than technological innovation.)",10.0,17,True,True,Appears Small,Warm edge spacer bars,Energy-saving; Sustainable; Insulates edges of sealed units,Window manufacturers,Manufacturing and sale of components,Unknown/Not Specified,Summary mentions 'warm edge' spacer bars for energy-saving windows.,The business model and target group are clearly communicated.,166,Used_Fallback_Description
Pyreg GmbH,'+49 6747 953880,http://www.pyreg.com,Yes,"The company provides ""business model"" solutions and partners with other companies like ""Henotec Consulting Co. Ltd, Shanghai (China)"".",Yes,"The company has ""installed over 50 plants for our customers since 2009"" and the technology is ""scalable"". Also, they supply ""Net Zero technology for climate-neutral district heating in Basel"".",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung für Industrieunternehmen, das sich auf die digitale Transformation im Bereich Wartung und Anlagenmanagement spezialisiert hat. Für dieses Unternehmen generieren wir täglich 8 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","PYREG GmbH is a German cleantech company specializing in plant engineering and environmental technology. Founded in 2009 as a spin-off of TH Bingen, the company designs and manufactures certified, high-quality carbonization plants (pyrolysis) that convert biogenic residues into valuable CO₂-sequestering biochar, phosphorus fertilizers, and renewable energy. PYREG's technology is considered a reference by the U.S. Environmental Protection Agency and is EBC type-certified. Their carbonization systems provide a circular economy solution by recycling residual materials into biochar and renewable energy. The biochar can be used as a soil conditioner, feed additive, or component in building materials, enabling permanent CO₂ storage and the generation of carbon credits. PYREG systems are modular, scalable, and decentralized, allowing for installation at the source of waste streams. The company has installed over 50 plants worldwide since 2009, removing more than 30,000 metric tons of CO₂ annually and generating 75 GWh of renewable energy. PYREG aims to integrate its technology into material cycles to increase yields and provide cost savings, contributing to climate protection and a circular economy. They target various industries producing organic residues, offering solutions for waste volume reduction, renewable energy generation, and high-quality biochar production. The company emphasizes sustainable resource use and manufactures its plants in Germany to ensure quality and adherence to environmental standards.",RODIAS GmbH,Gemeinsame Zielgruppe: Industrieunternehmen mit komplexen technischen Anlagen.; Überschneidung im Bereich der digitalen Transformation und Automatisierung von Prozessen.; Potenzielle Synergien bei der Integration von erneuerbaren Energielösungen in bestehende Anlagen.,"Cleantech, Environmental Technology","Industry: IT Consulting (specializing in digital transformation for industry, particularly maintenance and asset management); Services/Products: Customized IT solutions for maintenance, asset management, operation and dismantling of complex technical plants; Consulting services for maintenance; Free potential analysis; AI in maintenance; Predictive Maintenance; Augmented Reality for maintenance teams; Maintenance 4.0 solutions; Mobile apps for on-site maintenance; 360° Asset Lifecycle Management (consulting, implementation, service, support); Enterprise Asset Management (EAM) 4.0 solutions; Custom software development; Service & Support.; Target Audience: Industrial companies with complex technical plants requiring maintenance and asset management solutions.; Business Model: IT consulting; Project-based development of customized software solutions; Service and support (implementation, ongoing support).; Company Size: SME (General) / Medium; Innovation Level: Digital transformation; AI in maintenance; Predictive Maintenance; Augmented Reality; Maintenance 4.0; Analytics; Condition-Based Maintenance; Awarded as TOP 100 Innovator 2022.",8.0,19,True,True,Appears Medium,Carbonization plants (pyrolysis); Biochar production; Phosphorus fertilizers; Renewable energy generation,"Certified, high-quality carbonization plants; CO₂-sequestering biochar production; Circular economy solution; Modular, scalable, and decentralized systems",Industries producing organic residues,Plant engineering and manufacturing; Circular economy solutions,SME,PYREG's technology is considered a reference by the U.S. Environmental Protection Agency and is EBC type-certified.,The business model and offerings are clearly articulated. The target audience is mentioned but could be more specific.,167,Success
Sparkasse Mitten im Sauerland,'+49 291 2080,http://www.sparkasse-mitten-im-sauerland.de,Yes,"The text mentions ""vielen Angeboten und Services für Privat- und Firmenkunden"", indicating services for companies.",Yes,"As a Sparkasse (savings bank), it is likely to serve a large number of customers, including both private and corporate clients. The phrase ""Ihr Finanzpartner im Internet"" suggests a scalable online presence.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich eSignatur-Software für DATEV-Nutzer, das sich an KMUs richtet. Für dieses Unternehmen generieren wir täglich 8 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","Sparkasse Mitten im Sauerland is a financial institution that provides banking services to both private and corporate clients. They emphasize their regional presence and commitment to the future. They offer online banking and a range of services, positioning themselves as a reliable financial partner.",tegoly,"Gemeinsame Zielgruppe: KMUs (Kleine und Mittelständische Unternehmen); Produkte/Services: Softwarelösungen für DATEV-Nutzer (z.B. Steuerberater, Wirtschaftsprüfer); Ähnliche Dienstleistungen: Digitale Lösungen zur Effizienzsteigerung",Financial Services,"Industry: Software (eSignature solutions); SaaS (Software-as-a-Service); Solutions for DATEV users (e.g., tax consultants, auditors).; Services/Products: tegolySIGN (an eSignature solution) with features including: DATEV integration (signing documents directly from DATEV or Teams across all three security levels); MultiSign (sending multiple documents for signature simultaneously); Signature folder (collecting documents to sign later collectively); Form filling (allowing clients to edit forms before signing); Templates (for frequently used documents); Custom CI (adapting signature processes to corporate design).; Target Audience: SMEs (Small and Medium-sized Enterprises); Companies using DATEV (e.g., tax consultants, auditors, law firms engaging in client communication).; Business Model: SaaS (Software-as-a-Service) for their eSignature solution; Offering simple and cost-effective digital solutions.; Company Size: Startup / Micro; Innovation Level: ""Innovative eSignature solution""; ""Digital solutions""; Focus on ""efficiency increase""; Eliminates media breaks (digitization); Modern security technology (ISO 27001, 256-bit encryption); Legally compliant signatures (eIDAS, GDPR).",8.0,12,,True,Appears Large / >=500 potential,Online banking; Banking services,Regional presence; Commitment to the future; Reliable financial partner,Private clients; Corporate clients,Financial institution providing banking services,Unknown/Not Specified,,"The business model is clear, but the target group size is not specified.",168,Used_Fallback_Description
HEIN+FRICKE,'+49 8007 559945,http://www.heinfricke.com,Yes,"The company provides IT services to ""SMBs and enterprises"" and builds ""complex enterprise systems and modern SaaS applications"".",Yes,"The company builds ""scalable applications"" and delivers services to a ""global clientele"" from multiple locations (Germany, India, UAE), suggesting the capacity to serve a large number of customers.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf digitale Transformation und Asset Management für Industrieunternehmen spezialisiert hat. Für dieses Unternehmen generieren wir täglich 8 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","Hein+Fricke GmbH is an IT consulting company with locations in Germany, India, and the UAE. They offer a range of IT services, including system administration and software development, targeting SMBs and enterprises. Their system administration services encompass managing networks, backups, mail servers, web servers, and cloud strategy implementation, with 24/7 support. In software development, they build complex enterprise systems and modern SaaS applications using Java and open-source technologies, focusing on enhancing user experience. They emphasize delivering high-quality, affordable, and innovative IT solutions to optimize IT spending. The company was founded by programmers who wanted to improve IT service delivery through increased skillset and reduced overhead costs. Hein+Fricke prioritizes client needs and operates independently to make decisions focused on client requirements. They value integrity, equality, and reliability, ensuring honesty and transparency in their dealings.",RODIAS GmbH,Gemeinsame Branche: IT-Beratung; Ähnliche Dienstleistungen: IT-Lösungen und Beratung für Unternehmen; Fokus auf innovative Technologien und digitale Transformation,IT Consulting,"Industry: IT Consulting (specializing in digital transformation for industry, particularly maintenance and asset management); Services/Products: Customized IT solutions for maintenance, asset management, operation and dismantling of complex technical plants; Consulting services for maintenance; Free potential analysis; AI in maintenance; Predictive Maintenance; Augmented Reality for maintenance teams; Maintenance 4.0 solutions; Mobile apps for on-site maintenance; 360° Asset Lifecycle Management (consulting, implementation, service, support); Enterprise Asset Management (EAM) 4.0 solutions; Custom software development; Service & Support.; Target Audience: Industrial companies with complex technical plants requiring maintenance and asset management solutions.; Business Model: IT consulting; Project-based development of customized software solutions; Service and support (implementation, ongoing support).; Company Size: SME (General) / Medium; Innovation Level: Digital transformation; AI in maintenance; Predictive Maintenance; Augmented Reality; Maintenance 4.0; Analytics; Condition-Based Maintenance; Awarded as TOP 100 Innovator 2022.",8.0,19,True,True,Appears Large / >=500 potential,System administration; Software development; Cloud strategy implementation,High-quality IT solutions; Affordable IT solutions; Innovative IT solutions; 24/7 support for system administration,SMBs; Enterprises,Service-oriented; IT consulting,SME,Emphasis on delivering innovative IT solutions.,The business model and target group are reasonably clear from the summary.,169,Success
TUBEX Aluminium Tubes,'+43 435 2374880,http://www.tubex-tube.com,Yes,"The company provides aluminum tubes for the ""COSMETICS, FOOD, PHARMA and INDUSTRIAL sectors"", indicating a B2B focus.",Yes,"The text mentions ""~650 active customers"" and states they are the ""world’s leading provider"" with ""the world’s largest production capacities"", implying they can serve over 1000 customers.",,,,,LLM Partner Matching Failed or No Match Found,Aluminium Packaging Manufacturing,,,,True,True,Appears Large / >=500 potential,Aluminium tubes; Blue Tube evo; MonoSense; MonoRefill; MonoTube,Expertise in aluminium; Focus on customer needs; Commitment to quality and sustainability; Innovative packaging solutions,Cosmetics sector; Food sector; Pharmaceutical sector; Industrial sector,Manufacturing and sales of aluminium tubes and packaging solutions,Large Enterprise,"TUBEX emphasizes innovation, quality, and customer satisfaction, offering services like digital computer-to-plate technology.",The business model and target audience are clearly articulated in the summary.,170,Success
GS SCHENK Firmengruppe,'+49 911 372750,http://www.gs-schenk.de,Yes,"The company lists 'Firmenkunden' (corporate clients) such as Siemens, SPIE, adidas, UVEX, Aldi Süd, indicating B2B relationships.",Yes,"The company works on large-scale construction projects and has multiple locations ('Metropolregion Nürnberg-Fürth-Erlangen und darüber hinaus im Einsatz'), suggesting a capacity to serve over 1,000 customers.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich KI-gestützter Software für die Bauindustrie, das sich ebenfalls an Bauunternehmen richtet, insbesondere an Baustellenleiter und Mitarbeiter im Backoffice. Für dieses Unternehmen generieren wir täglich 6 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","GS Schenk GmbH is a construction company operating in the Nuremberg-Fürth-Erlangen metropolitan area and beyond. They offer a wide range of services including project development, turnkey construction, structural engineering (Rohbau), civil engineering (Tiefbau), building renovation and maintenance, natural stone work, and landscaping. Their project development focuses on residential projects, handling everything from land acquisition to handover. Turnkey construction services cover all project phases, ensuring cost and schedule certainty. Rohbau services include concrete and reinforced concrete construction. Tiefbau encompasses excavation, infrastructure development, and exterior landscaping. Their renovation and maintenance division handles smaller, complex projects for both private and commercial clients, including Siemens, SPIE, adidas, UVEX, Aldi Süd, and the Kurz Stiftung. They also have expertise in natural stone processing, utilizing materials from their own quarry, and landscaping services through their subsidiary KONRAD MÜLLER, specializing in larger outdoor facilities and sports field construction. They offer career opportunities and emphasize the importance of their employees.",reebuild,"Gemeinsame Branche: Bauindustrie; Ähnliche Produkte/Services: KI-gestützte Automatisierung und Digitalisierung von Prozessen im Baugewerbe; Zielgruppe: Bauunternehmen, insbesondere Baustellenleiter und Mitarbeiter im Backoffice",Construction,"Industry: AI-powered automation and digitization software for commercial processes in the construction industry.; Services/Products: AI-supported software solution for construction companies; Automated document processing (invoices, delivery notes, construction contracts are captured by AI, structured, and integrated into accounting programs); Real-time cost management (centralized financial transaction recording for transparent budgeting); Integration with existing accounting software and construction cost tracking systems.; Target Audience: Construction companies (specifically targeting site managers and back-office employees within these companies).; Business Model: SaaS (Software as a Service); Product-driven (offering a specialized software solution).; Company Size: …; Innovation Level: AI-supported automation; Digitization; AI-powered document processing; KI-unterstützte Lösung (AI-supported solution).",6.0,15,True,True,Appears Medium,Project development; Turnkey construction; Structural engineering (Rohbau); Civil engineering (Tiefbau); Building renovation and maintenance; Natural stone work; Landscaping,Wide range of construction services; Cost and schedule certainty (turnkey construction); Natural stone processing from own quarry,Private clients; Commercial clients; Residential projects,Full-service construction company,SME,,"The business model is clear, but the target group is broad (both private and commercial).",171,Success
getquin,'+49 30 20847427,http://www.getquin.com,Yes,"While primarily serving individual investors, the text mentions a 'Partner Program' and 'Advertise with us,' suggesting B2B interactions.",Yes,"The text states '+500k Users' and 'tens of thousands of members,' indicating a large user base and the capacity to serve over 1,000 customers.",,,,,LLM Partner Matching Failed or No Match Found,Financial Technology (FinTech),,,,,,Appears Large / >=500 potential,Portfolio tracking; Investment analysis; Community engagement platform; Dividend tracker,Aggregates all investments in one app; Real-time updates and in-depth analysis; Free core features; Secure data protection and privacy,Individual investors; Community members,Freemium platform with premium subscription,Startup,"Summary highlights real-time updates, in-depth analysis, and use of metrics like TTWROR, IRR, Sharpe Ratio, and Max Drawdown.",The business model and target audience are clearly articulated in the summary.,172,Success
Zeitungsverlag GmbH & Co Waiblingen KG,,http://www.zvw.de,Yes,"The text mentions ""Mediadaten"", ""Anzeigen"", ""Stellenportal Rems-Murr-JOBS"", and ""Firmenporträts"", indicating services and advertising targeted at businesses.",Yes,"The company is a Zeitungsverlag (newspaper publisher) with multiple sections and a wide regional reach (Rems-Murr-Kreis, Stuttgart & Region, Baden-Württemberg, Deutschland, Ausland), suggesting a large customer base and operational scale. The presence of an ""Abo"" (subscription) service also indicates a large number of customers.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Medien und digitale Marketingdienstleistungen, das ebenfalls kleine und mittelständische Unternehmen anspricht. Für dieses Unternehmen generieren wir täglich 1 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","The text appears to be from the online presence of a regional German newspaper or media company, Zeitungsverlag Waiblingen (ZVW). It provides local news coverage for the Rems-Murr-Kreis area, including towns like Waiblingen, Winnenden, and Schorndorf, as well as broader coverage of Stuttgart and Baden-Württemberg. The website offers a variety of content including news articles, reports on local events, sports coverage (including VfB Stuttgart and TVB Stuttgart), and articles related to family and leisure activities. It also features sections for obituaries (Trauer), local job listings (Jobs), real estate (Immo), and a shop. ZVW offers digital subscriptions (ZVW+) and newsletters. The site includes sections dedicated to blue light reports (police and fire department news), business and economic news, science and technology, culture and entertainment. It also provides access to podcasts and online puzzles. The website also promotes local events such as trade fairs (Messen) and provides information on local businesses (Firmenporträts). The business model appears to be a combination of subscription revenue for digital content, advertising revenue, and potentially revenue from the shop and events. The website uses a search function to allow users to find specific articles and topics. The site also includes a section for classified ads (Kleinanzeigen).",Schlütersche Verlagsgesellschaft mbH & Co. KG,"Gemeinsame Branche: Medien (Verlagswesen und digitale Marketingdienstleistungen); Zielgruppe: Kleine und mittelständische Unternehmen (KMU) sowie lokale Unternehmen.; Schlütersche bietet Online-Marketing-Dienstleistungen an, die für regionale Nachrichtenmedien relevant sein könnten.",Regional News and Media,"Industry: Media (Publishing & Digital Marketing Services); Services/Products: Specialist media (over 30 trade journals, books, and online media in sectors like crafts, construction, industry, automotive & mobility, animal health, economy, and education); Online marketing services for SMEs (including website creation, SEO, SEA, social media marketing); Directory media (e.g., ""Gelbe Seiten"" [Yellow Pages], ""Das Telefonbuch"" [The Phone Book]).; Target Audience: Small and medium-sized enterprises (SMEs) in Germany.; Business Model: Diversified: publishing (print and digital media, books), service-oriented (marketing services), directory media.; Company Size: Large; Innovation Level: Evolved into a ""modern, multimedia media group""; Offers ""digital services""; Provides ""online marketing services"" including website creation, SEO, SEA, and social media marketing.",1.0,41,True,True,Appears Large / >=500 potential,News articles; Local event reports; Sports coverage; Digital subscriptions (ZVW+); Newsletters; Job listings; Real estate listings; Classified ads; Podcasts; Online puzzles; Shop,"Local news coverage for Rems-Murr-Kreis; Coverage of Stuttgart and Baden-Württemberg; Variety of content including news, sports, and events",Residents of Rems-Murr-Kreis; Residents of Stuttgart; Residents of Baden-Württemberg; Local businesses,"Subscription revenue for digital content, advertising revenue, shop revenue, and event revenue",Unknown/Not Specified,,The business model and target audience are reasonably clear from the summary.,173,Success
Esther Schipper,'+49 30 374433133,http://www.estherschipper.com,Yes,"The company partners with Artlogic for website design, conception, development, and content management, indicating a business relationship. Also, the text mentions 'Careers' suggesting it is an employer.",Yes,"The company has multiple locations including Berlin, Paris, Seoul, and New York, suggesting a large scale operation. The text also mentions 'global growth' which implies a large customer base.",,,,,LLM Partner Matching Failed or No Match Found,Contemporary Art Gallery,,,,True,,Appears Medium,Exhibitions; Lectures; Performances; Events; Representation of artists,Represents diverse range of international artists; Fosters institutional support for artists; Develops markets for artists globally; Promotes cross-cultural dialogue,Art collectors; Art institutions; Art enthusiasts,Art gallery representing artists and organizing exhibitions and events,SME,"Aims to foster institutional support and develop markets for its artists globally, promoting cross-cultural dialogue within the art world.",The business model is reasonably clear. The target group is inferred.,174,Success
